Var_Name,Var,r,k,t,Solution 1,Solution 2,Solution 3,Solution 4,Solution 5
w(1)(1),w,-,1,1,0,0,0,0,0
w(1)(2),w,-,1,2,0,0,0,0,0
w(1)(3),w,-,1,3,0,0,0,0,0
w(1)(4),w,-,1,4,0,0,0,0,0
w(1)(5),w,-,1,5,0,0,0,0,0
w(1)(6),w,-,1,6,1,1,1,1,1
w(1)(7),w,-,1,7,0,0,0,0,0
w(1)(8),w,-,1,8,0,0,0,0,0
w(1)(9),w,-,1,9,0,0,0,0,0
w(1)(10),w,-,1,10,0,0,0,0,0
w(1)(11),w,-,1,11,0,0,0,0,0
w(1)(12),w,-,1,12,0,0,0,0,0
w(1)(13),w,-,1,13,0,0,0,0,0
w(1)(14),w,-,1,14,0,0,0,0,0
w(1)(15),w,-,1,15,0,0,0,0,0
w(2)(1),w,-,2,1,0,0,0,0,0
w(2)(2),w,-,2,2,0,0,0,0,0
w(2)(3),w,-,2,3,0,0,0,0,0
w(2)(4),w,-,2,4,0,0,0,0,0
w(2)(5),w,-,2,5,0,0,0,0,0
w(2)(6),w,-,2,6,1,1,1,1,1
w(2)(7),w,-,2,7,0,0,0,0,0
w(2)(8),w,-,2,8,0,0,0,0,0
w(2)(9),w,-,2,9,0,0,0,0,0
w(2)(10),w,-,2,10,0,0,0,0,0
w(2)(11),w,-,2,11,0,0,0,0,0
w(2)(12),w,-,2,12,0,0,0,0,0
w(2)(13),w,-,2,13,0,0,0,0,0
w(2)(14),w,-,2,14,0,0,0,0,0
w(2)(15),w,-,2,15,0,0,0,0,0
w(3)(1),w,-,3,1,0,0,0,0,0
w(3)(2),w,-,3,2,0,0,0,0,0
w(3)(3),w,-,3,3,0,0,0,0,0
w(3)(4),w,-,3,4,0,0,0,0,0
w(3)(5),w,-,3,5,0,0,0,0,0
w(3)(6),w,-,3,6,1,1,1,1,1
w(3)(7),w,-,3,7,0,0,0,0,0
w(3)(8),w,-,3,8,0,0,0,0,0
w(3)(9),w,-,3,9,0,0,0,0,0
w(3)(10),w,-,3,10,0,0,0,0,0
w(3)(11),w,-,3,11,0,0,0,0,0
w(3)(12),w,-,3,12,0,0,0,0,0
w(3)(13),w,-,3,13,0,0,0,0,0
w(3)(14),w,-,3,14,0,0,0,0,0
w(3)(15),w,-,3,15,0,0,0,0,0
w(4)(1),w,-,4,1,0,0,0,0,0
w(4)(2),w,-,4,2,0,0,0,0,0
w(4)(3),w,-,4,3,1,1,1,1,1
w(4)(4),w,-,4,4,0,0,0,0,0
w(4)(5),w,-,4,5,0,0,0,0,0
w(4)(6),w,-,4,6,0,0,0,0,0
w(4)(7),w,-,4,7,0,0,0,0,0
w(4)(8),w,-,4,8,0,0,0,0,0
w(4)(9),w,-,4,9,0,0,0,0,0
w(4)(10),w,-,4,10,0,0,0,0,0
w(4)(11),w,-,4,11,0,0,0,0,0
w(4)(12),w,-,4,12,0,0,0,0,0
w(4)(13),w,-,4,13,0,0,0,0,0
w(4)(14),w,-,4,14,0,0,0,0,0
w(4)(15),w,-,4,15,0,0,0,0,0
w(5)(1),w,-,5,1,0,0,0,0,0
w(5)(2),w,-,5,2,0,0,0,0,0
w(5)(3),w,-,5,3,0,0,0,0,0
w(5)(4),w,-,5,4,0,0,0,0,0
w(5)(5),w,-,5,5,0,0,0,0,0
w(5)(6),w,-,5,6,1,1,1,1,1
w(5)(7),w,-,5,7,0,0,0,0,0
w(5)(8),w,-,5,8,0,0,0,0,0
w(5)(9),w,-,5,9,0,0,0,0,0
w(5)(10),w,-,5,10,0,0,0,0,0
w(5)(11),w,-,5,11,0,0,0,0,0
w(5)(12),w,-,5,12,0,0,0,0,0
w(5)(13),w,-,5,13,0,0,0,0,0
w(5)(14),w,-,5,14,0,0,0,0,0
w(5)(15),w,-,5,15,0,0,0,0,0
w(6)(1),w,-,6,1,0,0,0,0,0
w(6)(2),w,-,6,2,1,1,1,1,1
w(6)(3),w,-,6,3,0,0,0,0,0
w(6)(4),w,-,6,4,0,0,0,0,0
w(6)(5),w,-,6,5,0,0,0,0,0
w(6)(6),w,-,6,6,0,0,0,0,0
w(6)(7),w,-,6,7,0,0,0,0,0
w(6)(8),w,-,6,8,0,0,0,0,0
w(6)(9),w,-,6,9,0,0,0,0,0
w(6)(10),w,-,6,10,0,0,0,0,0
w(6)(11),w,-,6,11,0,0,0,0,0
w(6)(12),w,-,6,12,0,0,0,0,0
w(6)(13),w,-,6,13,0,0,0,0,0
w(6)(14),w,-,6,14,0,0,0,0,0
w(6)(15),w,-,6,15,0,0,0,0,0
w(7)(1),w,-,7,1,0,0,0,0,0
w(7)(2),w,-,7,2,0,0,0,0,0
w(7)(3),w,-,7,3,0,0,0,0,0
w(7)(4),w,-,7,4,0,0,0,0,0
w(7)(5),w,-,7,5,0,0,0,0,0
w(7)(6),w,-,7,6,1,1,1,1,1
w(7)(7),w,-,7,7,0,0,0,0,0
w(7)(8),w,-,7,8,0,0,0,0,0
w(7)(9),w,-,7,9,0,0,0,0,0
w(7)(10),w,-,7,10,0,0,0,0,0
w(7)(11),w,-,7,11,0,0,0,0,0
w(7)(12),w,-,7,12,0,0,0,0,0
w(7)(13),w,-,7,13,0,0,0,0,0
w(7)(14),w,-,7,14,0,0,0,0,0
w(7)(15),w,-,7,15,0,0,0,0,0
w(8)(1),w,-,8,1,0,0,0,0,0
w(8)(2),w,-,8,2,0,0,0,0,0
w(8)(3),w,-,8,3,0,0,0,0,0
w(8)(4),w,-,8,4,0,0,0,0,0
w(8)(5),w,-,8,5,0,0,0,0,0
w(8)(6),w,-,8,6,1,1,1,1,1
w(8)(7),w,-,8,7,0,0,0,0,0
w(8)(8),w,-,8,8,0,0,0,0,0
w(8)(9),w,-,8,9,0,0,0,0,0
w(8)(10),w,-,8,10,0,0,0,0,0
w(8)(11),w,-,8,11,0,0,0,0,0
w(8)(12),w,-,8,12,0,0,0,0,0
w(8)(13),w,-,8,13,0,0,0,0,0
w(8)(14),w,-,8,14,0,0,0,0,0
w(8)(15),w,-,8,15,0,0,0,0,0
w(9)(1),w,-,9,1,0,0,0,0,0
w(9)(2),w,-,9,2,0,0,0,0,0
w(9)(3),w,-,9,3,0,0,0,0,0
w(9)(4),w,-,9,4,0,0,0,0,0
w(9)(5),w,-,9,5,0,0,0,0,0
w(9)(6),w,-,9,6,1,1,1,1,1
w(9)(7),w,-,9,7,0,0,0,0,0
w(9)(8),w,-,9,8,0,0,0,0,0
w(9)(9),w,-,9,9,0,0,0,0,0
w(9)(10),w,-,9,10,0,0,0,0,0
w(9)(11),w,-,9,11,0,0,0,0,0
w(9)(12),w,-,9,12,0,0,0,0,0
w(9)(13),w,-,9,13,0,0,0,0,0
w(9)(14),w,-,9,14,0,0,0,0,0
w(9)(15),w,-,9,15,0,0,0,0,0
w(10)(1),w,-,10,1,0,0,0,0,0
w(10)(2),w,-,10,2,0,0,0,0,0
w(10)(3),w,-,10,3,1,1,1,1,1
w(10)(4),w,-,10,4,0,0,0,0,0
w(10)(5),w,-,10,5,0,0,0,0,0
w(10)(6),w,-,10,6,0,0,0,0,0
w(10)(7),w,-,10,7,0,0,0,0,0
w(10)(8),w,-,10,8,0,0,0,0,0
w(10)(9),w,-,10,9,0,0,0,0,0
w(10)(10),w,-,10,10,0,0,0,0,0
w(10)(11),w,-,10,11,0,0,0,0,0
w(10)(12),w,-,10,12,0,0,0,0,0
w(10)(13),w,-,10,13,0,0,0,0,0
w(10)(14),w,-,10,14,0,0,0,0,0
w(10)(15),w,-,10,15,0,0,0,0,0
w(11)(1),w,-,11,1,0,0,0,0,0
w(11)(2),w,-,11,2,0,0,0,0,0
w(11)(3),w,-,11,3,0,0,0,0,0
w(11)(4),w,-,11,4,0,0,0,0,0
w(11)(5),w,-,11,5,0,0,0,0,0
w(11)(6),w,-,11,6,1,1,1,1,1
w(11)(7),w,-,11,7,0,0,0,0,0
w(11)(8),w,-,11,8,0,0,0,0,0
w(11)(9),w,-,11,9,0,0,0,0,0
w(11)(10),w,-,11,10,0,0,0,0,0
w(11)(11),w,-,11,11,0,0,0,0,0
w(11)(12),w,-,11,12,0,0,0,0,0
w(11)(13),w,-,11,13,0,0,0,0,0
w(11)(14),w,-,11,14,0,0,0,0,0
w(11)(15),w,-,11,15,0,0,0,0,0
w(12)(1),w,-,12,1,0,0,0,0,0
w(12)(2),w,-,12,2,0,0,0,0,0
w(12)(3),w,-,12,3,0,0,0,0,0
w(12)(4),w,-,12,4,0,0,0,0,0
w(12)(5),w,-,12,5,0,0,0,0,0
w(12)(6),w,-,12,6,1,1,1,1,1
w(12)(7),w,-,12,7,0,0,0,0,0
w(12)(8),w,-,12,8,0,0,0,0,0
w(12)(9),w,-,12,9,0,0,0,0,0
w(12)(10),w,-,12,10,0,0,0,0,0
w(12)(11),w,-,12,11,0,0,0,0,0
w(12)(12),w,-,12,12,0,0,0,0,0
w(12)(13),w,-,12,13,0,0,0,0,0
w(12)(14),w,-,12,14,0,0,0,0,0
w(12)(15),w,-,12,15,0,0,0,0,0
w(13)(1),w,-,13,1,0,0,0,0,0
w(13)(2),w,-,13,2,0,0,0,0,0
w(13)(3),w,-,13,3,0,0,0,0,0
w(13)(4),w,-,13,4,0,0,0,0,0
w(13)(5),w,-,13,5,0,0,0,0,0
w(13)(6),w,-,13,6,1,1,1,1,1
w(13)(7),w,-,13,7,0,0,0,0,0
w(13)(8),w,-,13,8,0,0,0,0,0
w(13)(9),w,-,13,9,0,0,0,0,0
w(13)(10),w,-,13,10,0,0,0,0,0
w(13)(11),w,-,13,11,0,0,0,0,0
w(13)(12),w,-,13,12,0,0,0,0,0
w(13)(13),w,-,13,13,0,0,0,0,0
w(13)(14),w,-,13,14,0,0,0,0,0
w(13)(15),w,-,13,15,0,0,0,0,0
w(14)(1),w,-,14,1,0,0,0,0,0
w(14)(2),w,-,14,2,0,0,0,0,0
w(14)(3),w,-,14,3,1,1,1,1,1
w(14)(4),w,-,14,4,0,0,0,0,0
w(14)(5),w,-,14,5,0,0,0,0,0
w(14)(6),w,-,14,6,0,0,0,0,0
w(14)(7),w,-,14,7,0,0,0,0,0
w(14)(8),w,-,14,8,0,0,0,0,0
w(14)(9),w,-,14,9,0,0,0,0,0
w(14)(10),w,-,14,10,0,0,0,0,0
w(14)(11),w,-,14,11,0,0,0,0,0
w(14)(12),w,-,14,12,0,0,0,0,0
w(14)(13),w,-,14,13,0,0,0,0,0
w(14)(14),w,-,14,14,0,0,0,0,0
w(14)(15),w,-,14,15,0,0,0,0,0
w(15)(1),w,-,15,1,0,0,0,0,0
w(15)(2),w,-,15,2,0,0,0,0,0
w(15)(3),w,-,15,3,0,0,0,0,0
w(15)(4),w,-,15,4,0,0,0,0,0
w(15)(5),w,-,15,5,0,0,0,0,0
w(15)(6),w,-,15,6,1,1,1,1,1
w(15)(7),w,-,15,7,0,0,0,0,0
w(15)(8),w,-,15,8,0,0,0,0,0
w(15)(9),w,-,15,9,0,0,0,0,0
w(15)(10),w,-,15,10,0,0,0,0,0
w(15)(11),w,-,15,11,0,0,0,0,0
w(15)(12),w,-,15,12,0,0,0,0,0
w(15)(13),w,-,15,13,0,0,0,0,0
w(15)(14),w,-,15,14,0,0,0,0,0
w(15)(15),w,-,15,15,0,0,0,0,0
w(16)(1),w,-,16,1,0,0,0,0,0
w(16)(2),w,-,16,2,0,0,0,0,0
w(16)(3),w,-,16,3,1,1,1,1,1
w(16)(4),w,-,16,4,0,0,0,0,0
w(16)(5),w,-,16,5,0,0,0,0,0
w(16)(6),w,-,16,6,0,0,0,0,0
w(16)(7),w,-,16,7,0,0,0,0,0
w(16)(8),w,-,16,8,0,0,0,0,0
w(16)(9),w,-,16,9,0,0,0,0,0
w(16)(10),w,-,16,10,0,0,0,0,0
w(16)(11),w,-,16,11,0,0,0,0,0
w(16)(12),w,-,16,12,0,0,0,0,0
w(16)(13),w,-,16,13,0,0,0,0,0
w(16)(14),w,-,16,14,0,0,0,0,0
w(16)(15),w,-,16,15,0,0,0,0,0
w(17)(1),w,-,17,1,0,0,0,0,0
w(17)(2),w,-,17,2,0,0,0,0,0
w(17)(3),w,-,17,3,0,0,0,0,0
w(17)(4),w,-,17,4,0,0,0,0,0
w(17)(5),w,-,17,5,0,0,0,0,0
w(17)(6),w,-,17,6,1,1,1,1,1
w(17)(7),w,-,17,7,0,0,0,0,0
w(17)(8),w,-,17,8,0,0,0,0,0
w(17)(9),w,-,17,9,0,0,0,0,0
w(17)(10),w,-,17,10,0,0,0,0,0
w(17)(11),w,-,17,11,0,0,0,0,0
w(17)(12),w,-,17,12,0,0,0,0,0
w(17)(13),w,-,17,13,0,0,0,0,0
w(17)(14),w,-,17,14,0,0,0,0,0
w(17)(15),w,-,17,15,0,0,0,0,0
w(18)(1),w,-,18,1,0,0,0,0,0
w(18)(2),w,-,18,2,0,0,0,0,0
w(18)(3),w,-,18,3,1,1,1,1,1
w(18)(4),w,-,18,4,0,0,0,0,0
w(18)(5),w,-,18,5,0,0,0,0,0
w(18)(6),w,-,18,6,0,0,0,0,0
w(18)(7),w,-,18,7,0,0,0,0,0
w(18)(8),w,-,18,8,0,0,0,0,0
w(18)(9),w,-,18,9,0,0,0,0,0
w(18)(10),w,-,18,10,0,0,0,0,0
w(18)(11),w,-,18,11,0,0,0,0,0
w(18)(12),w,-,18,12,0,0,0,0,0
w(18)(13),w,-,18,13,0,0,0,0,0
w(18)(14),w,-,18,14,0,0,0,0,0
w(18)(15),w,-,18,15,0,0,0,0,0
w(19)(1),w,-,19,1,0,0,0,0,0
w(19)(2),w,-,19,2,0,0,0,0,0
w(19)(3),w,-,19,3,0,0,0,0,0
w(19)(4),w,-,19,4,0,0,0,0,0
w(19)(5),w,-,19,5,0,0,0,0,0
w(19)(6),w,-,19,6,1,1,1,1,1
w(19)(7),w,-,19,7,0,0,0,0,0
w(19)(8),w,-,19,8,0,0,0,0,0
w(19)(9),w,-,19,9,0,0,0,0,0
w(19)(10),w,-,19,10,0,0,0,0,0
w(19)(11),w,-,19,11,0,0,0,0,0
w(19)(12),w,-,19,12,0,0,0,0,0
w(19)(13),w,-,19,13,0,0,0,0,0
w(19)(14),w,-,19,14,0,0,0,0,0
w(19)(15),w,-,19,15,0,0,0,0,0
w(20)(1),w,-,20,1,0,0,0,0,0
w(20)(2),w,-,20,2,0,0,0,0,0
w(20)(3),w,-,20,3,1,1,1,1,1
w(20)(4),w,-,20,4,0,0,0,0,0
w(20)(5),w,-,20,5,0,0,0,0,0
w(20)(6),w,-,20,6,0,0,0,0,0
w(20)(7),w,-,20,7,0,0,0,0,0
w(20)(8),w,-,20,8,0,0,0,0,0
w(20)(9),w,-,20,9,0,0,0,0,0
w(20)(10),w,-,20,10,0,0,0,0,0
w(20)(11),w,-,20,11,0,0,0,0,0
w(20)(12),w,-,20,12,0,0,0,0,0
w(20)(13),w,-,20,13,0,0,0,0,0
